이름,주소,별점,리뷰,홈페이지,위도,경도,주소2
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,제주 기념품들 많습니다. 초코렛 크런키 등등 직장동료들 선물거리부터 가족들 선물거리까지 이쁜게 넘 많아서 많이 고르게 되는 단점이 있네요. ㅎㅎㅎ,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,"주차장이 매우 넓고 편안함. 위치도 공항과 가까운 편에 앞에 산책로도 좋고 다 좋음. 다만, 저렴한건지는 모르겠음.",blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,1.0,시장 보다 비쌈,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,3.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,2층에 기몀품이 많아서 좋네요 ㅎㅎ 많이 구매했어요!,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,2.0,볼거많고 살거많고 가격 뻥튀기 심함,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,볼거 많고 좋아요~제주도 떠나기 전에 기념품 사기에 안성맞춤!,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,2.0,공항 접근성 좋아서 이용.2층 남자 알바생 손님이 한번 물어보면 짜증냅니다.워낙 손님이 많아서 그런가 싶긴 하지만 손님 상대하는 직업인데 쫘증이라뉘!  온라인 홍보 사진보다 상품 구성이 그닥 다양하진 않다.궂이 재방문은 ㄴ기프트샵이 널렸는데..,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,"제주 기념품은 그냥 마지막에 여기서 한번에 사세요. 공항 인근이라 위치도 좋고, 주차장도 있고, 제주도에서 가장 큰 소품샵인것 같아요. 매장 안이 넓은데 2층까지도 있어요. 앵간한 다른 기념품샵에서도 파는거 다 팔구요, 그만큼 물품 종류 어마무시하게 많아요 진짜. 제주 여행하다 들른 작은 기념품 샵에서 이건 어디 공장에서 만든 상품 들인거같은데?싶은 물건들 다 여기 있으니까 구냥 마지막에 여기서 사는게 편한 듯요.. 술도 팔아용.그리고 공항이 가까워서 비행기가 진짜 가까이 보이는데 그것도 별미네요.",blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,3.0,커서 한번에 다 사기 좋은거같아요,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,자잘한 선물들 구매하기 좋은곳이에요,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,여기만한 제주 기념품가게 없다,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,"좀 비싸긴하지만, 한번에 해결할 수있어 좋아요. 넓구요ㅎㅎ",blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,3.0,비추 / 괜찮 / 좋음 / 추천 / 강추 (좋아요. 가볼만함),blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,2.0,기념품은 많아서 좋은데 너무 비쌈솔찍하 보다보면 도 넘는 가격도 있음,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,기념품 맛집!!!!,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,1.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,여기저기 돌아다닐 필요 없이 여기서 한 방에 고민해결 가능해서 좋음. 그리고 사실 여기서 쇼핑 하고 앞에서 비행기샷 찍으러 오는 게 실제 목적 ㅋㅋㅋㅋ,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,"예쁘게 꾸며놨고, 물건 여러가지 많아서 좋았어요.",blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,2층으로 규모가 커요제주도 기념품이 다 거기서 거기라..소규모 감성소품샵들이랑 비교해서 가격이 같거나 아주조금 싼거같아요 물론 관광지 기념품샵에 비해선 엄청 저렴합니다만약 공항근처에서 시간을 죽여야하거나 여행중에 지나쳤는데 눈에 밟히는 기념품이 있었거나 여행중 기념품을 하나도 사지못했다면 추천합니다!,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,2층짜리 큰 규모의 기념품샵. 제주도 기념품은 대충 이런 것들이 있구나 파악하는 목적으로 가기 좋음. 디자인이 막 예쁜건 아니라서 예쁘고 아기자기한걸 찾으려면 다른 곳을 추천. 가격은 제주도 기념품샵이 다 비슷하긴 한데 같은 물건을 여기보다 저렴하게 파는 곳이 종종 있음. 별은 3.5개 정도 주고싶음,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,계획에 없다 우연히 들렀는데 규모도 크고 2층까지...여행내내 소소한 기념품 가게 여러곳 들렀는데 여기 다 있네요 아기자기 예쁜게 다양하게도 많아요 영업은 아홉시 반까지라고 합니다,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,기념품 사기 딱 좋음주차장도 여유있고 공항과도 가까움면세점 보다 저렴하고 다양한 종류가 있어서 고르는 재미도 있음근데 사다보면 10만원이 훌쩍 넘기지만막상 나중에 생각해보면 더 살껄하는 아쉬움이 남음가격이 좀더 저렴했으면 하는 아쉬움이 있지만 그래도 괜찮았음제품관리가 좀 아쉽긴한데전화해서 제품 하자 문의하니 바로 처리해주셔서완전 만족했음재방문의사 있고 두번째 방문때는 더 털어갈 예정,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,핸드메이드 좋아하는 사람을 위한 파리지옥손거울만 사려다가 삼만원어치 지름,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,1.0,렌트카 옆에있는 기념품샵과 매우 비슷하다,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,2.0,별로 특색물건없음 비추,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,접근성도 좋고 종류가 여러가지라 한큐에 조질 때 오면 좋을 듯,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,공항근처라 집에 돌아가기전 들리기도 좋고 규모도 엄청 커요 귀여운 물건 많아서 좋아요 >_<,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,여행중에 시장에서 손무겁게 살필요없이 공항근처라 렌트카반납전에 들러서 구경하기 딱이었습니다! 이쁜게 너무 많아서 의도치않게 선물비용을 더썼네용ㅋㅋㅋ,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,1.0,"신혼여행 기념품 대량으로 사러 갔었습니다. 거의 다 마신 커피때문에 손이 없어서 버릴곳을 찾다가 화장실쪽으로 가려는데, 주인같은 여자분이 오셔서 상당히 기분나쁘게 쳐다보면서 외부쓰레기 버리면 안된다고 하길레 기분 잡쳐버렸네요^^ 듣고보니 여기저기 외부쓰레기 안된다고 붙여놓은게 보이던데 뭐 그전에 쓰레기때문에 고생좀하셨나보다 했지만 그냥 공항 근처에서 장사좀 되니까 배가 부른 느낌. 좀 좋게 말해주시면 안되나? 어차피 기념품 사는건 여행동선 마지막에 들리는곳이니 다른데 갈 시간도 없어서 어쩔수없이 양손가득 사갔는데 다시는 안갑니다. 아 들고있던 커피잔은 짜증나서 바로 옆 카페가서 다른음료 시키고 버렸습니다. 감성팔이 기념품들 많아요.",blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,2.0,크기에 비해 실망스러움~,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,2.0,"짧은 일정으로 방문한 관광객이 제주 떠나기 전 쇼핑하기 편한 기념품샵. 기념품 종류가 다양하게 많이 보유한 장점은 있지만, 가격이 비싸고 디자인이 일반적이다. 공항 근처에 있어 접근성은 좋지만 가성비는 나쁘다.가본 감성샵 추천순 : 모모상점>소소재간>모이소>베리제주>바이제주",blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,다양한 제주 기념품! 창으로 보이는 바다 풍경도 멋있네요. 여기 있는 과자같은거 공항에 없는거 많아요,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,친절하고 종류많음,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,1.0,시장이 더쌈 2층 여자 불친절인성문제있어보임가보면 바로 표정부터 누구인지 아실거임ㅋㅋ,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,기념품은 여기다,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,3.0,제주기념품 다모아둔듯 엄청큼! 근데 잡동사니도 많고 너무커서 그런가 딱히눈에 띄는건 없음 직원이 불친절하다고ㅎ 바닷가앞이고 주차장도 넓음,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,3.0,생각보다 살만한건 별로 없어요,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,4.0,"가격이 좀 비싼데 특별한 제품이 많아요. 개인적으로는 간식류보단 핸드메이드 제품 (향초, 석고방향제, 마그넷, 키링 등)을 사는게 좋을 것 같네요. 2층에 바다뷰를 볼 수 있는 소파가 있어서 잠시 앉아 쉬었다가 쇼핑할 수 있어요. 대중교통 이용해서 방문하긴 좀 애매해요. 주차장 넓으니 자차 또는 렌트카 이용해서 방문하세요!",blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,1.0,시장같은 데가 훨씬 싸요,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,1.0,주인같은여자 불친절 살거없고 살만한건 시장에서도 살수있음,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,3.0,작년에 2층 오픈 안했을때 가서 재방문 했는데요 2층있어서 물품이 많아진건 맞는데 제주 특색 기념품보다 다른 물품들이 많았어요 그래서 딱히 살껀 없었는데 다른데보다 물품많으니까 보는 재미는 있었어요 바로 앞에 바다고 앉을 자리 마련되있어서 잠시 쉬어가는 것도 나쁘지 않을 것 같아요,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,3.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,후기가 그리 좋지 않아서 조금 걱정했는데 좋아요 차량 없었으면 조금 불편했겠지만 위치도 주변에 바다? 보이구 카페도 많고 저는 엽서랑 간단한 선물용 간식 사러 갔는데 되게 다양하게 많았어요! 내부도 엄청 아기자기 이쁘게 꾸며놔서 좋았어요 2층 창가 쪽에 의자 있구 조금 포토존 처럼 꾸며놨는데 보기도 사진찍기두 좋음 소품샵은 작게작게 많이 있는데 다 모아놓은 소품샵 같아서 보기도 편하구 나쁘지 않아요~ 근데 살 목적이 딱히 없는 상태로 가면 눈에 안들어올것 같기두 해용 다 어디서나 볼수 있기 때문에.!,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,크고 물건이 많아서 둘러보기 좋아요.창 밖으로 바다가 바로 보이는데 소파도 푹신하니 바다 구경하는 것도 좋았어요.시간날 때 방문하기 좋습니다,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,2.0,굳이 찾아갈 필요는 없을 듯,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,3.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,제주에있는 기념품점중에 종류 제일많을듯....좋은곳,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,1.0,1점도 아까운곳. 기념품 17만원 넘게 사서 봉투 좀 더 달라했더니 안된다고. 파는 것도 아닌데. 비닐 봉투 몇 장이 그리 아까웠는지.사고 한참 가면서 사지말 걸 하고 후회했습니다.,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,좋은 품질의 핸드메이드 제품,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
바이제주,제주특별자치도 제주시 서해안로 626  ,5.0,,blog.naver.com/byjeju365,33.5165428769717,126.504110857612,용담삼동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,웬만한 제주도 기념품 다 모여있어요^^,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,제주내 웬만한 기념품(먹거리 제외)은 다 있어서 좋았어요! 밑에서 직접 포장도 가능해서 아기자기하고 좋았어요,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,4.0,"늘 친절하시고, 다양한 소품이 있어서 선물사기 좋은 곳",jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,아기자기귀여워요♡.♡,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,예쁜 제주 소품이 많아서 너무 좋아요.  직접 포장하는 코너도 센스만점!  시즌별로 방문해서 예쁜 제주 기념품 가득 구입하고 있어요. 직접 만드는 디자인 작품들이 선물로 주기에도 너무 좋아요.  직원분들도 친절하시고 다음에 또 방문할게요!,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,귀여운 기념품들이 많았어요,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,아주머니 친절하심또 방문하고싶을 정두소품샵 나름 크고 괜찮은 듯 ㅎㅎ,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,종류가 생각보다 많지는 않음 바나나소품샵 더 추천,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,"사진찍을 수 있는 포토존도 많고, 아기자기한 소품들이 많아요!! 여행 마지막날에 갔다가 플렉스하고 왔어요 ㅎㅎㅎㅎ 그리고 사장님이 진짜 친절하세요!!! 다음에 또 갈게요!!",jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,4.0,제주 감성 소품샵으로 물건이 많아 좋아요,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,1.0,과자 말고는,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,저는 숙소(매종글래드제주)하고 가까워서걸어서 방문했어요.다음날 아침일찍 공항행이라 렌트카는 미리반납.도보 이동이 가능해서 좋았어요일단 핸드메이드 제품이 다양해서 좋아요대형 매장은 상품은 많아도 똑같은 제품이 많은데모이소는 종류가 다양하더라고요 :-),jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,아기자기 귀여운 제품 가득! 공항이랑 가까워서 쇼핑하기 편했어요,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,제주공항과 가까운 거리에 있어서첫날과 마지막날에 방문하기 딱이었고 주차도직원분이 계셔서 편했어요다양한 소품과함께 특산품 먹거리까지 있었는데아이템도 하나마다 예뻤고 가격대도 좋았어요그리고 구입금액별로 사은품을 주셔서득템하는 기분이었네요 제주도에서의 추억을모이소의 소품으로 잘 기억할 수 있을 것 같아요!다음에 제주가면 또 방문할 예정이에요,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,아기자기한 소품들이 많고 공항이랑 가까워서 렌트하고 먼저 가서 귤모자랑 머리띠 등 소품으로 여행 내내 사용했어요. 친절하고 좋아요 !,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,1.0,기분만 상함,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,볼것도 많고 살것도 많고 아기자기 뭐가 많아요!! 구경할것도 많아요!,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,제주여행때마다 한번씩 들러요공항근처여서 들르기 편해요이번에는 오후비행기라서 돌아오는날 오전에 들르니 너무 좋더라구요제주여행의 아쉬움을 모이소에서 그나마 위안받았어요ㅠㅠ예쁜소품이 많고 선물세트가 공항보다 저렴했요~,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,항상 여행과끝을 함께하는 모이소 아기자기한소품이 많아서 좋아요,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,볼거리 살거리가 많고 제주공항에서 가까워서마지막날 대망의 쇼핑 일정으로 추가하기 딱!!,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,3.0,좋아요. 가볼만함(항상 업데이트),jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,주차안내부터 친절해요공항에서도 가까워서 들렀다가기 좋아요상품들이 다양하고 예뻐요!공간하나하나 신경쓴게 보이네요여기서 선물 많이 샀어요 또 올께요^^,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,2.0,비싸네요,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,제주가면 제주소품은 꼭~~ 쇼핑 해야죠~~~저도 저지만 아이도 너무 좋아 하는 곳이랍니다. 모이소가면 이것도 사고 저것도 살거라며 기대감에 부푸는데요~ 이번에도 아들이 좋아 하는 소품들로 한가득 샀어요 ㅋㅋ 돌모양이 들어간 팔찌도 사고 선풍기도 샀어요~~~ 공항하고 가까워서 전 제주도 도착하자마자 가는 편이지만 제주도를 떠나기전 들르기에도 좋은 곳이랍니다.,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,"제주갈때마다 꼭꼭 들리는 곳이 바로 모이소에요 예쁜선물, 실용성가득 선물들이 많이 있고요선물 받는 분들이 정말 기분 좋아하는 곳이랍니다감성가득 선물도 많고 체험하고 즐길수 있는 곳이라서요 제주가게되면 꼭 들리고 힐링하고 오는 곳이랍니다 이번에도 예쁜선물 가득 구입하고 너무 좋았습니다",jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,흔한 그런 기념품이 아니에요. 귀엽고 독특한 디자인도 많고 아기자기한 소품들이 가득해요. 사고 싶은게 너무 많아서 고르느라 힘들었네요ㅜㅜ 받는 사람들도 너무 좋아했답니다 다음에 여행가면 또 방문할게요 많이 파세요,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
제주소품샵 모이소,제주특별자치도 제주시 신광로8길 14  ,5.0,친절하시고 기념품 종류도 다양했습니다,jejumoiso.modoo.at,33.4870970448797,126.488524753214,연동
