id,name,addr,lat,lng,dong,sat,sun,holiday,type
40,이내과,제주특별자치도 서귀포시 중정로 68-1 ,33.2478280008257,126.563693164842,서귀동,1,0,1, 의원
41,이경신이비인후과의원,제주특별자치도 제주시 중앙로 61 ,33.5126642987908,126.52480539172,이도일동,1,0,1, 의원
42,유쾌한비뇨기과의원,제주특별자치도 제주시 1100로 3333,33.4836219692901,126.480144305382,노형동,1,0,0, 의원
43,유진마취통증의학과의원,제주특별자치도 제주시 중앙로 286,33.4947573297223,126.532961293435,이도이동,1,0,0, 의원
44,위소아청소년과의원,제주특별자치도 제주시 월랑로 39,33.4889462586235,126.475614662141,노형동,1,0,1, 의원
45,우리소아청소년과의원,제주특별자치도 제주시 우정로15길 5,33.4860933595521,126.431727067918,외도일동,1,0,0, 의원
46,용담의원,제주특별자치도 제주시 용담로 92,33.5119148080676,126.512347253755,용담이동,1,0,1, 의원
47,외도굿모닝이비인후과의원,제주특별자치도 제주시 우평로 338,33.4841944587667,126.430534621471,외도일동,1,0,0, 의원
48,와인피부과의원,제주특별자치도 제주시 1100로 3178,33.46981155562,126.485332189237,노형동,1,0,0, 의원
49,올레비뇨의학과의원,제주특별자치도 제주시 중앙로 366,33.4892179424257,126.538473449487,이도이동,1,0,0, 의원
50,온마음의원,제주특별자치도 제주시 연삼로 548 ,33.5023973829354,126.547453553136,일도이동,0,1,0, 의원
51,예닮빛의원,제주특별자치도 제주시 동광로 133,33.5080772083926,126.540781688451,일도이동,1,0,0, 의원
52,예나산부인과의원,제주특별자치도 제주시 서광로 83 ,33.5006079534785,126.504956663437,용담이동,1,0,0, 의원
53,연세제일안과의원,제주특별자치도 제주시 중앙로 337,33.4914901645134,126.537246969878,이도이동,1,0,1, 의원
54,연세이비인후과의원,제주특별자치도 제주시 고마로 117,33.5040195551784,126.542062489234,일도이동,1,1,1, 의원
55,연세유엘르의원,제주특별자치도 제주시 탑동로 24,33.517560202795,126.522460881414,삼도이동,1,0,0, 의원
56,연세외도정형외과의원,제주특별자치도 제주시 절물1길 40,33.4894240695434,126.431425872992,외도일동,1,0,0, 의원
57,연세안과의원,제주특별자치도 제주시 서광로 220 ,33.4995658930419,126.52008091726,삼도일동,1,0,0, 의원
58,연세모벨르의원,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동,1,0,0, 의원
59,연세가정의학과의원,제주특별자치도 제주시 일주동로 179 ,33.5190258288468,126.564514595443,화북일동,1,0,0, 의원
60,엔젤산부인과의원,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 12,33.2792710003083,126.275094001081,대정읍 보성리,1,0,0, 의원
61,에덴산부인과의원,제주특별자치도 제주시 수덕로 6,33.4886649230919,126.475307220929,노형동,1,0,0, 의원
62,양승철소아청소년과의원,제주특별자치도 서귀포시 중정로 50,33.2473868717569,126.561678459094,서귀동,1,1,1, 의원
63,애플정신건강의학과의원,제주특별자치도 제주시 연북로 38,33.4816497749802,126.485403352408,노형동,1,0,0, 의원
64,애플소아청소년과의원,제주특별자치도 제주시 중앙로 560 ,33.4736791675227,126.545316121542,아라일동,1,0,0, 의원
65,안덕의원,제주특별자치도 서귀포시 안덕면 화순로 112,33.2466456577539,126.33427139002,안덕면 화순리,1,0,1, 의원
66,아이세상소아청소년과의원,제주특별자치도 제주시 화삼로1길 14,33.5147429829224,126.575260663273,화북일동,1,0,0, 의원
67,아이사랑소아과의원,제주특별자치도 제주시 동광로 131 ,33.5079413615319,126.540471800294,일도이동,1,0,1, 의원
68,아름다운피부과의원,제주특별자치도 제주시 도령로 5,33.486787562871,126.479932791957,노형동,1,0,0, 의원
69,심창은소아청소년과,제주특별자치도 제주시 화삼북로 139,33.5172612012089,126.587988242861,삼양이동,1,0,0, 의원
70,신제주이비인후과의원,제주특별자치도 제주시 연북로 38 ,33.4816497749802,126.485403352408,노형동,1,0,1, 의원
71,수안과의원,제주특별자치도 제주시 중앙로 286,33.4947573297223,126.532961293435,이도이동,1,0,1, 의원
72,속편한내과의원,제주특별자치도 제주시 중앙로 359,33.4899901963348,126.538701667205,이도이동,1,0,1, 의원
73,소리나소아청소년과의원,제주특별자치도 제주시 중앙로 380,33.4882533859825,126.539386069529,이도이동,1,0,0, 의원
74,세화의원,제주특별자치도 제주시 구좌읍 세화5길 2,33.5234241719497,126.85666489078,구좌읍 세화리,1,0,1, 의원
75,서해산부인과의원,제주특별자치도 제주시 동광로 131 ,33.5079413615319,126.540471800294,일도이동,1,1,1, 의원
76,서울준마취통증의학과의원,제주특별자치도 제주시 관덕로 67,33.5133194615426,126.526565460652,일도일동,1,0,0, 의원
77,서울정형외과의원,제주특별자치도 서귀포시 월드컵로 8 ,33.2489939885441,126.507323170982,강정동,1,0,1, 의원
78,서울위즈덤성형외과의원,제주특별자치도 제주시 노형로 388,33.4842149299307,126.477033090069,노형동,0,0,0, 의원
79,서울아산이비인후과의원,제주특별자치도 서귀포시 일주동로 8694,33.2531943901125,126.559542936558,서홍동,1,0,0, 의원
80,서울삼성이비인후과의원,제주특별자치도 서귀포시 월드컵로 8 ,33.2489939885441,126.507323170982,강정동,1,0,0, 의원
81,서울나눔마취통증의학과의원,제주특별자치도 제주시 고사마루길 2,33.4802908734374,126.472234040441,노형동,1,0,0, 의원
82,서귀포중앙정형외과의원,제주특별자치도 서귀포시 일주동로 8666,33.2536909571303,126.562363402936,동홍동,1,0,0, 의원
83,삼화365플러스의원,제주특별자치도 제주시 건주로 43,33.515618997731,126.580987069057,도련일동,1,1,1, 의원
84,삼성드림소아청소년과의원,제주특별자치도 제주시 동광로 120,33.5066486552758,126.539887780287,일도이동,1,0,0, 의원
85,브이아이피(VIP)성형외과의원,제주특별자치도 제주시 은남1길 46,33.4894448654446,126.490973525324,연동,0,0,0, 의원
86,뷰앤미의원,제주특별자치도 제주시 노연로 118-1 ,33.485585258314,126.492913483309,연동,0,0,0, 의원
87,봉개의원,제주특별자치도 제주시 삼봉로 327-2,33.4938858966334,126.594209719321,봉개동,1,0,0, 의원
88,봄길의원,제주특별자치도 제주시 삼무로 18,33.4895983510098,126.488660583969,연동,0,0,0, 의원
89,베드로정형외과의원,제주특별자치도 제주시 일주동로 180,33.5185383401924,126.564745984762,화북일동,1,0,0, 의원
90,박상욱휴정신건강의학과의원,제주특별자치도 제주시 중앙로 337,33.4914901645134,126.537246969878,이도이동,1,0,0, 의원
91,민소아청소년과의원,제주특별자치도 제주시 인다10길 35,33.4746302028058,126.549398263308,아라일동,1,0,0, 의원
92,미소의원,제주특별자치도 제주시 노연로 29,33.4862509810967,126.483241294872,노형동,1,1,1, 의원
93,미사랑의원,제주특별자치도 제주시 중앙로 286 ,33.4947573297223,126.532961293435,이도이동,1,0,0, 의원
94,미모피부과의원,제주특별자치도 제주시 1100로 3347 2층 미모피부과의원 ,33.4848372184625,126.479605628771,노형동,0,0,0, 의원
95,문앤송소아청소년과의원,제주특별자치도 제주시 서광로 220,33.4995658930419,126.52008091726,삼도일동,1,1,1, 의원
96,모아의원,제주특별자치도 제주시 과원북4길 5 ,33.4813699204782,126.482523377392,노형동,1,0,0, 의원
97,멘파워비뇨기과의원,제주특별자치도 제주시 노연로 94 ,33.4857110958867,126.490204421725,연동,1,0,0, 의원
98,맘편한산부인과의원,제주특별자치도 제주시 1100로 3283,33.4794043922342,126.481797861927,노형동,1,0,0, 의원
99,마릴린제이의원,제주특별자치도 제주시 월랑로 5,33.4866900263728,126.478263449417,노형동,0,0,0, 의원
100,류정신건강의학과의원,제주특별자치도 제주시 건주로 22,33.5175149870554,126.580463315578,삼양이동,1,0,0, 의원
101,로하스의원,제주특별자치도 제주시 구남동8길 58,33.4854699148234,126.534950047883,아라일동,1,0,0, 의원
102,로즈마리의원,제주특별자치도 제주시 건주로4길 6-8,33.5167666311552,126.58029352618,도련일동,1,0,0, 의원
103,더좋은이비인후과의원,제주특별자치도 제주시 중앙로 337,33.4914901645134,126.537246969878,이도이동,1,0,1, 의원
104,더미인의원,제주특별자치도 서귀포시 중앙로 113,33.25480137328,126.560488355674,서홍동,1,0,0, 의원
105,더리프트의원,제주특별자치도 제주시 과원로 110,33.4793623460299,126.493480157363,연동,1,0,0, 의원
106,더고운의원,제주특별자치도 제주시 중앙로 371 ,33.4891743543604,126.539431766652,이도이동,1,0,0, 의원
107,단단한정형외과의원,제주특별자치도 제주시 연북로 76,33.4815487337564,126.489399163279,연동,1,0,0, 의원
108,심연정신건강의학과의원,제주특별자치도 제주시 중앙로 570,33.4726590975615,126.545266152334,아라일동,1,0,0, 의원
109,구좌의원,제주특별자치도 제주시 구좌읍 세화12길 1,33.5208359636264,126.85927280891,구좌읍 세화리,1,0,0, 의원
110,꿀의원,제주특별자치도 제주시 동화로 28,33.5178427402212,126.572794072486,화북일동,1,0,0, 의원
111,노형오거리재활의학과의원,제주특별자치도 제주시 1100로 3347,33.4848372184625,126.479605628771,노형동,1,0,0, 의원
112,인구보건복지협회제주지회가족보건의원,제주특별자치도 제주시 신대로13길 21 ,33.4878237172067,126.498894285117,연동,1,0,0, 의원
113,전원중속내과의원,제주특별자치도 제주시 노형로 378,33.4835900233367,126.476304019779,노형동,1,0,0, 의원
114,한국건강관리협회건강증진의원,제주특별자치도 제주시 연북로 111 ,33.4820951498002,126.49332190718,연동,1,0,0, 의원
115,행복의원,제주특별자치도 제주시 조천읍 신북로 226,33.5360014855524,126.637179387123,조천읍 조천리,1,0,1, 의원
116,나우메디의원,제주특별자치도 제주시 연북로 511,33.4844445262988,126.534540530554,아라일동,1,1,1, 의원
117,노형365준의원,제주특별자치도 제주시 수덕로 41,33.4861483341127,126.472784599759,노형동,1,1,1, 의원
118,연동365일의원,제주특별자치도 제주시 연북로 99,33.4821139255537,126.492005938839,연동,1,1,1, 의원
119,국가대표정형외과의원,제주특별자치도 제주시 1100로 3321,33.4828355651889,126.480565928098,노형동,1,0,0, 의원
120,표선연세의원,제주특별자치도 서귀포시 표선면 표선관정로 97,33.3243350949031,126.830856774379,표선면 표선리,1,1,0, 의원
121,최선365의원,제주특별자치도 서귀포시 성산읍 고성오조로 67,33.4495805003363,126.914591544548,성산읍 고성리,0,0,0, 의원
122,닥터문의원,제주특별자치도 제주시 애월읍 애조로 236,33.4729231341514,126.408716519328,애월읍 상귀리,1,0,0, 의원
123,다나산부인과의원,제주특별자치도 제주시 고마로 47 ,33.5100343512406,126.539461415371,일도이동,1,0,1, 의원
124,늘봄미아름의원,제주특별자치도 제주시 월랑로 33,33.4885609141354,126.47608257237,노형동,1,0,0, 의원
125,녹십자정형외과의원,제주특별자치도 제주시 도령로 9 ,33.4867946632798,126.480400372295,노형동,1,1,1, 의원
126,남원의원,제주특별자치도 서귀포시 남원읍 태위로 636,33.2777075659547,126.71460904248,남원읍 남원리,1,0,1, 의원
127,꾸러기 소아 청소년과 의원,제주특별자치도 제주시 우정로 63,33.4871363196766,126.431118350237,외도일동,1,0,0, 의원
128,김영중의원,제주특별자치도 제주시 노형로 386,33.4841515431711,126.4769251227,노형동,1,0,0, 의원
129,김앤김신경외과의원,제주특별자치도 제주시 1100로 3324,33.4830200035135,126.481205117721,노형동,1,0,0, 의원
130,김세희소아과의원,제주특별자치도 제주시 동광로 110,33.5061298401656,126.539246511365,일도이동,1,0,0, 의원
131,김명식내과의원,제주특별자치도 제주시 용문로 163 ,33.5092782759611,126.51081189938,용담이동,1,0,0, 의원
132,김래상신경외과의원,제주특별자치도 제주시 중앙로 366,33.4892179424257,126.538473449487,이도이동,1,0,0, 의원
133,김기준이비인후과의원,제주특별자치도 제주시 승천로 75 ,33.4922384009257,126.543176897454,아라이동,1,0,0, 의원
134,김광정정형외과의원,제주특별자치도 제주시 월랑로8길 1,33.4888313001214,126.476679743326,노형동,1,0,0, 의원
135,고은미(美)의원,제주특별자치도 서귀포시 일주동로 8707,33.2524785027918,126.558248389213,서귀동,1,0,0, 의원
136,남재희삼성피부과의원,제주특별자치도 제주시 관덕로 5,33.5129208379056,126.519718315395,삼도이동,1,0,0, 의원
137,성국한신경외과의원,제주특별자치도 서귀포시 월드컵로 14,33.2484954704173,126.507139041774,강정동,1,0,0, 의원
138,그린정형외과의원,제주특별자치도 서귀포시 일주동로 8544,33.2550599681672,126.575544828973,동홍동,1,0,0, 의원
139,권대헌내과의원,제주특별자치도 제주시 노형로 386,33.4841515431711,126.4769251227,노형동,1,0,0, 의원
140,굿모닝마취통증의학과의원,제주특별자치도 제주시 건주로 31,33.5167785217559,126.580982878284,도련일동,0,0,0, 의원
141,제주권역재활병원,제주특별자치도 서귀포시 동문로 1 ,33.2528813892545,126.56246745282,서귀동,0,0,0, 병원
142,강윤종소아청소년과의원,제주특별자치도 제주시 일주동로 255,33.5206342191569,126.572210822067,화북일동,1,0,0, 의원
143,강남정형외과의원,제주특별자치도 서귀포시 대정읍 신영로 75,33.2209996508654,126.250818317088,대정읍 하모리,1,0,1, 의원
144,강남스타성형외과의원,제주특별자치도 제주시 신형로 14,33.4822751108546,126.47663826164,노형동,1,0,0, 의원
145,하귀의원,제주특별자치도 제주시 애월읍 하귀로 83,33.4821132548611,126.405447088205,애월읍 하귀2리,1,0,0, 의원
146,올레마취통증의학과의원,제주특별자치도 제주시 관덕로13길 2,33.5133491834926,126.526015193727,일도일동,1,0,0, 의원
147,제주푸른병원,제주특별자치도 제주시 조천읍 번영로 957,33.4759685465673,126.639045638796,조천읍 와흘리,1,1,1, 병원
148,김헌지정형외과의원,제주특별자치도 제주시 동광로15길 4 ,33.5060624042876,126.537867576967,일도이동,1,0,0, 의원
149,한라힘내과의원,제주특별자치도 서귀포시 동문로 5,33.2523432454262,126.562068685543,서귀동,1,0,0, 의원
150,탑동365일의원,제주특별자치도 제주시 탑동로 24 ,33.517560202795,126.522460881414,삼도이동,1,1,1, 의원
151,의료법인 중앙의료재단 중앙병원,제주특별자치도 제주시 월랑로 91-0 ,33.4923211704292,126.470480704295,이호이동,1,0,0, 종합병원
152,서울아산정형외과의원,제주특별자치도 제주시 조천읍 함덕13길 1,33.5415362832762,126.667466404234,조천읍 함덕리,1,0,0, 의원
153,행복한가정의학과의원,제주특별자치도 제주시 수덕1길 3 ,33.4862425301571,126.478276246833,노형동,1,0,0, 의원
154,강남새힘마취통증의학과의원,제주특별자치도 서귀포시 동문로 8,33.2519880099365,126.56201937785,서귀동,1,0,0, 의원
155,제주조은의원,제주특별자치도 제주시 용담로 46 ,33.5127685258347,126.507652346153,용담이동,1,0,0, 의원
156,동남의원,제주특별자치도 서귀포시 성산읍 서성일로 1177,33.4463868418404,126.904146924985,성산읍 고성리,1,0,0, 의원
157,박경식신경외과의원,제주특별자치도 제주시 서광로 263 ,33.5002241500889,126.524595836648,삼도일동,1,0,0, 의원
158,탑정형외과의원,제주특별자치도 제주시 한림읍 한림로 671,33.414958802335,126.264726837136,한림읍 한림리,1,0,0, 의원
159,제주수흉부외과의원,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동,1,0,0, 의원
160,탑동병원,제주특별자치도 제주시 탑동로 26 ,33.5176852695215,126.52218453603,삼도이동,1,0,0, 병원
161,양승지외과의원,제주특별자치도 서귀포시 서문로 2 ,33.2523823115724,126.56038929257,서귀동,0,0,0, 의원
162,작은성모의원,제주특별자치도 제주시 화삼북로 63 ,33.5174991708227,126.579866759828,삼양이동,1,0,0, 의원
163,이창현정형외과의원,제주특별자치도 제주시 연북로 50,33.4815916076525,126.48666080169,노형동,0,0,0, 의원
164,(사)한국한센복지협회제주특별자치도지부부설복지피부과의원,제주특별자치도 제주시 신대로 128 ,33.4858517995196,126.496059583157,연동,1,0,0, 의원
165,제이사랑정형외과의원,제주특별자치도 제주시 1100로 3342,33.4844753712428,126.480649640535,노형동,0,1,0, 의원
166,정온정형외과 의원,제주특별자치도 서귀포시 표선면 표선관정로 97,33.3243350949031,126.830856774379,표선면 표선리,0,0,0, 의원
167,중문의원,제주특별자치도 서귀포시 중문상로 36 ,33.2514378445328,126.425454724505,중문동,1,0,0, 의원
168,모딜리아니의원,제주특별자치도 제주시 서광로 278 ,33.4999816815601,126.526212033291,이도이동,1,0,0, 의원
169,바툼낭의원,제주특별자치도 제주시 1100로 3213-27 ,33.4760038041208,126.481505787404,노형동,0,0,0, 의원
170,쿨맨남성의원,제주특별자치도 제주시 1100로 3328,33.4832603322496,126.481067363307,노형동,1,0,0, 의원
171,제주특별자치도제주의료원,제주특별자치도 제주시 산천단남길 10,33.4448911815459,126.560846900382,아라일동,0,0,0, 병원
172,황수란피부과의원,제주특별자치도 서귀포시 일주동로 8675,33.2530177709473,126.561689408622,서귀동,1,0,0, 의원
173,맑은수면이비인후과의원,제주특별자치도 제주시 원노형남1길 1,33.484006612815,126.480730767311,노형동,1,1,0, 의원
174,톡스앤필의원,제주특별자치도 제주시 노형로 378,33.4835900233367,126.476304019779,노형동,1,0,0, 의원
175,블리비의원,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동,1,0,0, 의원
176,삼화내과의원,제주특별자치도 제주시 건주로 33,33.5164443483682,126.580996759829,도련일동,1,0,0, 의원
177,효재의원,제주특별자치도 제주시 서광로 301,33.5008427104047,126.528435749276,이도일동,1,0,0, 의원
178,삼화상쾌한의원,제주특별자치도 제주시 화삼북로 68,33.5170666641725,126.580288525295,도련일동,1,1,1, 의원
179,효돈중앙의원,제주특별자치도 서귀포시 하신상로 32 ,33.2634809273589,126.617710314541,하효동,1,0,0, 의원
180,해비치의원,제주특별자치도 서귀포시 표선면 표선중앙로 86,33.3257122051326,126.83309601471,표선면 표선리,1,0,0, 의원
181,세화정형외과의원,제주특별자치도 제주시 구좌읍 구좌로 40,33.5232790282259,126.855667474488,구좌읍 세화리,1,0,0, 의원
182,엘라 여성의원,제주특별자치도 서귀포시 중앙로 89,33.2525963969071,126.56042567209,서귀동,1,0,0, 의원
183,송악의원,제주특별자치도 서귀포시 안덕면 화순중앙로 45,33.2482037161403,126.336105098151,안덕면 화순리,1,0,0, 의원
184,마디의원,제주특별자치도 서귀포시 성산읍 일출로 4,33.4471015213541,126.913295187203,성산읍 고성리,1,0,0, 의원
185,드림포레산부인과의원,제주특별자치도 제주시 서사로 136,33.5003108132464,126.519598778894,삼도일동,1,0,0, 의원
186,장진근두근두근내과의원,제주특별자치도 제주시 도령로 64,33.4891674212577,126.485335865845,연동,1,0,0, 의원
187,배진성마취통증의학과의원,제주특별자치도 제주시 우정로15길 5,33.4860933595521,126.431727067918,외도일동,1,0,0, 의원
188,사회복지법인춘강부설제주춘강의원,제주특별자치도 제주시 월구1길 73 ,33.4938617840002,126.501669992485,오라삼동,0,0,0, 의원
189,벨르몬성형외과의원,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3049726791712,126.31635202613,안덕면 서광리,1,1,0, 의원
190,대정연합의원,제주특별자치도 서귀포시 대정읍 하모상가로 46,33.2216021034565,126.253697691239,대정읍 하모리,1,0,0, 의원
191,밸런스웰가의원,제주특별자치도 제주시 동광로 90,33.5048156552258,126.537739354044,이도이동,1,0,0, 의원
192,대정의원,제주특별자치도 서귀포시 대정읍 하모상가로 46,33.2216021034565,126.253697691239,대정읍 하모리,1,0,0, 의원
193,아미의원,제주특별자치도 제주시 1100로 3323,33.4830018418011,126.480399348849,노형동,0,0,0, 의원
194,삼성신경외과의원,제주특별자치도 서귀포시 중앙로 86 ,33.252272884907,126.561317325862,서귀동,1,0,0, 의원
195,선내과의원,제주특별자치도 제주시 중앙로 299,33.4944036527446,126.534643601759,이도이동,1,0,0, 의원
196,남원고려의원,제주특별자치도 서귀포시 남원읍 태위로 691,33.2796337348585,126.720287003432,남원읍 남원리,1,0,0, 의원
197,바움소아청소년과의원,제주특별자치도 서귀포시 월드컵로 8,33.2489939885441,126.507323170982,강정동,1,0,0, 의원
198,건강100세의원,제주특별자치도 제주시 서광로 273,33.5004176607745,126.525662002453,이도일동,1,0,0, 의원
199,기쁨여성의원,제주특별자치도 제주시 노형로 378,33.4835900233367,126.476304019779,노형동,1,0,0, 의원
200,표선삼성의원,제주특별자치도 서귀포시 표선면 표선중앙로80번길 1,33.3260292338741,126.832438324988,표선면 표선리,1,0,0, 의원
201,슬하정신건강의학과의원,제주특별자치도 제주시 노형8길 2,33.4843262448719,126.477346169156,노형동,1,0,0, 의원
202,한라정형외과의원,제주특별자치도 제주시 연북로 26,33.4816909253754,126.484132876166,노형동,1,0,0, 의원
203,365제주의원,제주특별자치도 제주시 서광로 302,33.5003324893306,126.528859722904,이도이동,1,1,0, 의원
204,성산의원,제주특별자치도 서귀포시 성산읍 고성동서로56번길 16,33.4497786193085,126.914511437441,성산읍 고성리,1,1,1, 의원
205,튼튼소아청소년과의원,제주특별자치도 제주시 과원북4길 35,33.4812622296803,126.486371601557,노형동,1,0,0, 의원
206,새론의원,제주특별자치도 서귀포시 신서로48번길 31 ,33.2535774663368,126.508636272298,강정동,1,0,0, 의원
207,한경의원,제주특별자치도 제주시 한경면 두신로 75,33.34985647903,126.182806606152,한경면 신창리,1,0,0, 의원
208,이순재내과의원,제주특별자치도 제주시 중앙로 543,33.4750146577237,126.545746368652,아라일동,1,0,0, 의원
209,슬림미의원,제주특별자치도 제주시 연북로 99 ,33.4821139255537,126.492005938839,연동,1,0,0, 의원
210,서울뉴라인의원,제주특별자치도 제주시 월랑로 3,33.4864706584836,126.478475118898,노형동,1,0,0, 의원
211,두리이비인후과의원,제주특별자치도 제주시 연삼로 414,33.4956890709082,126.535440892783,이도이동,1,0,0, 의원
212,배정형외과내과의원,제주특별자치도 제주시 건주로 27,33.5170882126091,126.5811410102,도련일동,0,0,0, 의원
213,고려이비인후과의원,제주특별자치도 제주시 중앙로 366 ,33.4892179424257,126.538473449487,이도이동,1,0,0, 의원
214,제주미의원,제주특별자치도 제주시 서사로 137 ,33.5001420911967,126.520055246037,삼도일동,1,1,1, 의원
215,서울정형외과의원,제주특별자치도 제주시 중앙로 354,33.4900853370456,126.537715735683,이도이동,1,0,0, 의원
216,윤진호정형외과의원,제주특별자치도 제주시 동광로 90 ,33.5048156552258,126.537739354044,이도이동,1,0,0, 의원
217,제주제통의원,제주특별자치도 제주시 중앙로 371,33.4891743543604,126.539431766652,이도이동,1,0,0, 의원
218,새김녕의원,제주특별자치도 제주시 구좌읍 김녕로 116,33.5545573208558,126.750456056123,구좌읍 김녕리,1,0,0, 의원
219,우리연세이비인후과의원,제주특별자치도 제주시 도령로 74 ,33.4897415444847,126.486332954052,연동,1,0,0, 의원
220,서울삼성내과의원,제주특별자치도 제주시 애월읍 하광로 12,33.4841802424623,126.411417274651,애월읍 하귀1리,1,0,0, 의원
221,서울성모재활의학과의원,제주특별자치도 서귀포시 동문로 5,33.2523432454262,126.562068685543,서귀동,1,0,0, 의원
